,Lintang (deg),Bujur (deg),Tanggal (dd/mm/yyy),Tingkat Kepercayaan (%),Kecamatan,Kabupaten,Provinsi
16391,-0.8688239999999999,102.2258,2014-07-22,71.0,Seberida,Indragiri Hulu,Riau
16392,-0.8597549999999999,102.22447199999999,2014-07-22,100.0,Seberida,Indragiri Hulu,Riau
16393,-0.861059,102.215271,2014-07-22,76.0,Seberida,Indragiri Hulu,Riau
16394,-0.8977299999999999,101.956604,2014-07-22,89.0,Peranap,Indragiri Hulu,Riau
16395,-0.8754270000000001,102.04836999999999,2014-07-22,77.0,Seberida,Indragiri Hulu,Riau
16396,-0.8885799999999999,101.95530699999999,2014-07-22,78.0,Peranap,Indragiri Hulu,Riau
16397,-0.84531,102.131439,2014-07-22,45.0,Seberida,Indragiri Hulu,Riau
16398,-0.878662,101.899635,2014-07-22,57.0,Peranap,Indragiri Hulu,Riau
16399,-0.803771,102.09728199999999,2014-07-22,99.0,Seberida,Indragiri Hulu,Riau
16400,-0.805084,102.088066,2014-07-22,100.0,Seberida,Indragiri Hulu,Riau
16401,-0.824873,101.949081,2014-07-22,65.0,Peranap,Indragiri Hulu,Riau
16402,-0.802537,102.040627,2014-07-22,67.0,Peranap,Indragiri Hulu,Riau
16406,-0.721644,101.96653,2014-07-22,73.0,Peranap,Indragiri Hulu,Riau
16445,-0.996207,102.533699,2014-07-24,76.0,Seberida,Indragiri Hulu,Riau
16446,-1.000699,102.541679,2014-07-24,57.0,Seberida,Indragiri Hulu,Riau
16447,-1.0025309999999998,102.52919,2014-07-24,67.0,Seberida,Indragiri Hulu,Riau
16448,-0.920488,102.233711,2014-07-24,49.0,Seberida,Indragiri Hulu,Riau
16512,-1.012175,102.555992,2014-07-26,66.0,Seberida,Indragiri Hulu,Riau
16513,-1.015197,102.53469799999999,2014-07-26,60.0,Seberida,Indragiri Hulu,Riau
16514,-1.0037559999999999,102.54836999999999,2014-07-26,78.0,Seberida,Indragiri Hulu,Riau
16515,-0.8555950000000001,102.273895,2014-07-26,48.0,Seberida,Indragiri Hulu,Riau
16516,-0.861268,102.13314100000001,2014-07-26,78.0,Seberida,Indragiri Hulu,Riau
16517,-0.8644870000000001,102.110123,2014-07-26,46.0,Seberida,Indragiri Hulu,Riau
16518,-0.8489260000000001,102.265793,2014-07-26,39.0,Seberida,Indragiri Hulu,Riau
16519,-0.855483,102.125816,2014-07-26,78.0,Seberida,Indragiri Hulu,Riau
16521,-0.7071029999999999,101.930229,2014-07-26,60.0,Peranap,Indragiri Hulu,Riau
16522,-0.545465,102.180908,2014-07-26,37.0,Pasir Penyu,Indragiri Hulu,Riau
16677,-0.933846,102.197281,2014-07-04,40.0,Seberida,Indragiri Hulu,Riau
17034,-0.8790049999999999,102.04274000000001,2014-07-21,49.0,Seberida,Indragiri Hulu,Riau
17035,-0.876058,102.05064399999999,2014-07-21,61.0,Seberida,Indragiri Hulu,Riau
17173,-0.874511,102.220535,2014-07-23,100.0,Seberida,Indragiri Hulu,Riau
17174,-0.8659690000000001,102.237404,2014-07-23,51.0,Seberida,Indragiri Hulu,Riau
17175,-0.8695649999999999,102.212868,2014-07-23,99.0,Seberida,Indragiri Hulu,Riau
17176,1.388372,109.158707,2014-07-23,100.0,Seberida,Indragiri Hulu,Riau
17177,1.387103,109.14981100000001,2014-07-23,77.0,Seberida,Indragiri Hulu,Riau
17178,1.397325,109.157417,2014-07-23,72.0,Seberida,Indragiri Hulu,Riau
17179,1.396056,109.14851399999999,2014-07-23,78.0,Seberida,Indragiri Hulu,Riau
17180,1.432956,109.14591200000001,2014-07-23,66.0,Seberida,Indragiri Hulu,Riau
17181,1.466228,109.12293999999999,2014-07-23,76.0,Seberida,Indragiri Hulu,Riau
17182,1.46496,109.11403700000001,2014-07-23,50.0,Seberida,Indragiri Hulu,Riau
17234,-0.878877,102.22760799999999,2014-07-24,57.0,Seberida,Indragiri Hulu,Riau
17235,-0.8685649999999999,102.226135,2014-07-24,92.0,Seberida,Indragiri Hulu,Riau
17236,-0.729909,101.91793100000001,2014-07-24,94.0,Peranap,Indragiri Hulu,Riau
17237,-0.7316020000000001,101.90637199999999,2014-07-24,52.0,Peranap,Indragiri Hulu,Riau
17508,-0.880408,102.084518,2015-07-02,69.0,Seberida,Indragiri Hulu,Riau
17509,-0.8248280000000001,102.054581,2015-07-02,73.0,Seberida,Indragiri Hulu,Riau
17587,-0.485817,101.98243000000001,2015-07-06,68.0,Peranap,Indragiri Hulu,Riau
17588,-0.49034099999999997,101.95143900000001,2015-07-06,23.0,Peranap,Indragiri Hulu,Riau
17604,-0.939896,102.219513,2015-07-09,88.0,Seberida,Indragiri Hulu,Riau
17605,-0.941199,102.210335,2015-07-09,89.0,Seberida,Indragiri Hulu,Riau
17606,-0.90325,102.216988,2015-07-09,33.0,Seberida,Indragiri Hulu,Riau
17609,-0.8787729999999999,102.063576,2015-07-09,63.0,Seberida,Indragiri Hulu,Riau
17610,-0.880081,102.05439,2015-07-09,61.0,Seberida,Indragiri Hulu,Riau
17611,-0.8644440000000001,102.098984,2015-07-09,35.0,Seberida,Indragiri Hulu,Riau
17612,-0.865751,102.089775,2015-07-09,76.0,Seberida,Indragiri Hulu,Riau
17614,-0.586472,102.44096400000001,2015-07-09,57.0,Seberida,Indragiri Hulu,Riau
17913,-0.748983,101.85153199999999,2015-07-09,24.0,Peranap,Indragiri Hulu,Riau
17914,-0.783479,101.894539,2015-07-09,53.0,Peranap,Indragiri Hulu,Riau
17968,-0.874346,102.05542,2015-07-11,41.0,Seberida,Indragiri Hulu,Riau
17972,-0.9357690000000001,102.22541,2015-07-16,41.0,Seberida,Indragiri Hulu,Riau
