,Lintang (deg),Bujur (deg),Tanggal (dd/mm/yyy),Tingkat Kepercayaan (%),Kecamatan,Kabupaten,Provinsi
10464,0.9785020000000001,102.43296099999999,2014-02-14,71.0,Tebing Tinggi,Kepulauan Meranti,Riau
10465,0.9767290000000001,102.421059,2014-02-14,78.0,Tebing Tinggi,Kepulauan Meranti,Riau
10466,0.956417,102.213402,2014-02-14,39.0,Tebing Tinggi,Kepulauan Meranti,Riau
10467,1.074972,102.945854,2014-02-14,77.0,Tebing Tinggi,Kepulauan Meranti,Riau
10468,0.96685,102.211884,2014-02-14,51.0,Tebing Tinggi,Kepulauan Meranti,Riau
10469,1.0848799999999998,102.944397,2014-02-14,64.0,Tebing Tinggi,Kepulauan Meranti,Riau
10470,1.083272,102.93339499999999,2014-02-14,91.0,Tebing Tinggi,Kepulauan Meranti,Riau
10471,1.081655,102.92234,2014-02-14,81.0,Tebing Tinggi,Kepulauan Meranti,Riau
10472,1.093186,102.931923,2014-02-14,66.0,Tebing Tinggi,Kepulauan Meranti,Riau
10473,1.04529,102.531876,2014-02-14,69.0,Tebing Tinggi,Kepulauan Meranti,Riau
10474,1.0435889999999999,102.52016400000001,2014-02-14,56.0,Tebing Tinggi,Kepulauan Meranti,Riau
10629,0.9413159999999999,103.084572,2014-02-16,57.0,Tebing Tinggi,Kepulauan Meranti,Riau
10630,0.889274,102.73050699999999,2014-02-16,55.0,Tebing Tinggi,Kepulauan Meranti,Riau
10631,0.886445,102.71126600000001,2014-02-16,7.0,Tebing Tinggi,Kepulauan Meranti,Riau
10632,0.9898049999999999,103.054001,2014-02-16,25.0,Tebing Tinggi,Kepulauan Meranti,Riau
10633,0.900689,102.461899,2014-02-16,46.0,Tebing Tinggi,Kepulauan Meranti,Riau
10634,0.8976280000000001,102.441597,2014-02-16,45.0,Tebing Tinggi,Kepulauan Meranti,Riau
10635,0.889159,102.295692,2014-02-16,94.0,Tebing Tinggi,Kepulauan Meranti,Riau
10636,0.8860520000000001,102.27493299999999,2014-02-16,75.0,Tebing Tinggi,Kepulauan Meranti,Riau
10760,1.066702,102.95974,2014-02-18,26.0,Tebing Tinggi,Kepulauan Meranti,Riau
10761,1.061973,102.927589,2014-02-18,81.0,Tebing Tinggi,Kepulauan Meranti,Riau
10762,1.058678,102.956253,2014-02-18,43.0,Tebing Tinggi,Kepulauan Meranti,Riau
10763,1.0536780000000001,102.923988,2014-02-18,72.0,Tebing Tinggi,Kepulauan Meranti,Riau
10846,1.025507,103.006493,2014-02-21,58.0,Tebing Tinggi,Kepulauan Meranti,Riau
10847,1.027592,102.89135,2014-02-21,81.0,Tebing Tinggi,Kepulauan Meranti,Riau
10848,0.9797389999999999,102.42757399999999,2014-02-21,46.0,Tebing Tinggi,Kepulauan Meranti,Riau
10849,1.004505,102.533653,2014-02-21,49.0,Tebing Tinggi,Kepulauan Meranti,Riau
10852,1.0735569999999999,102.884689,2014-02-21,67.0,Tebing Tinggi,Kepulauan Meranti,Riau
10853,1.083353,102.895973,2014-02-21,66.0,Tebing Tinggi,Kepulauan Meranti,Riau
10854,1.081979,102.886551,2014-02-21,54.0,Tebing Tinggi,Kepulauan Meranti,Riau
10855,1.105458,102.854294,2014-02-21,70.0,Rangsang Barat,Kepulauan Meranti,Riau
10945,0.994972,103.056084,2014-02-23,26.0,Tebing Tinggi,Kepulauan Meranti,Riau
10946,0.9158629999999999,102.521126,2014-02-23,56.0,Tebing Tinggi,Kepulauan Meranti,Riau
10947,0.8767360000000001,102.257088,2014-02-23,33.0,Tebing Tinggi,Kepulauan Meranti,Riau
10948,1.171411,104.113945,2014-02-23,75.0,Tebing Tinggi,Kepulauan Meranti,Riau
10949,0.938795,102.517624,2014-02-23,50.0,Tebing Tinggi,Kepulauan Meranti,Riau
10950,1.025829,102.879791,2014-02-23,84.0,Tebing Tinggi,Kepulauan Meranti,Riau
10951,1.023787,102.86554,2014-02-23,80.0,Tebing Tinggi,Kepulauan Meranti,Riau
10952,1.025297,102.87445100000001,2014-02-23,84.0,Tebing Tinggi,Kepulauan Meranti,Riau
10953,1.058087,102.941833,2014-02-23,98.0,Tebing Tinggi,Kepulauan Meranti,Riau
10954,1.067089,102.92619300000001,2014-02-23,28.0,Tebing Tinggi,Kepulauan Meranti,Riau
10955,1.0740239999999999,102.89631700000001,2014-02-23,82.0,Tebing Tinggi,Kepulauan Meranti,Riau
10956,1.1012030000000002,102.84874,2014-02-23,53.0,Rangsang Barat,Kepulauan Meranti,Riau
10957,1.057081,102.315269,2014-02-23,81.0,Rangsang Barat,Kepulauan Meranti,Riau
10958,1.068726,102.313622,2014-02-23,26.0,Rangsang Barat,Kepulauan Meranti,Riau
11120,1.031139,103.020081,2014-02-25,16.0,Tebing Tinggi,Kepulauan Meranti,Riau
11122,1.095235,102.928825,2014-02-25,26.0,Tebing Tinggi,Kepulauan Meranti,Riau
11123,1.023333,102.44100999999999,2014-02-25,31.0,Tebing Tinggi,Kepulauan Meranti,Riau
11124,1.022591,102.436378,2014-02-25,37.0,Tebing Tinggi,Kepulauan Meranti,Riau
11125,1.167733,102.183571,2014-02-25,41.0,Tebing Tinggi,Kepulauan Meranti,Riau
11126,1.182769,102.181229,2014-02-25,42.0,Tebing Tinggi,Kepulauan Meranti,Riau
11154,1.085739,102.90065,2014-02-26,42.0,Tebing Tinggi,Kepulauan Meranti,Riau
11155,1.0991790000000001,102.922249,2014-02-26,46.0,Tebing Tinggi,Kepulauan Meranti,Riau
11156,1.108862,102.856544,2014-02-26,79.0,Rangsang Barat,Kepulauan Meranti,Riau
11157,1.1072600000000001,102.845116,2014-02-26,66.0,Rangsang Barat,Kepulauan Meranti,Riau
11316,0.974669,103.078094,2014-02-28,36.0,Tebing Tinggi,Kepulauan Meranti,Riau
11317,0.8929520000000001,102.444435,2014-02-28,75.0,Tebing Tinggi,Kepulauan Meranti,Riau
11318,0.8723870000000001,102.30114,2014-02-28,72.0,Tebing Tinggi,Kepulauan Meranti,Riau
11319,0.908328,102.48782299999999,2014-02-28,90.0,Tebing Tinggi,Kepulauan Meranti,Riau
11320,0.882661,102.308815,2014-02-28,100.0,Tebing Tinggi,Kepulauan Meranti,Riau
11321,0.892932,102.31649,2014-02-28,93.0,Tebing Tinggi,Kepulauan Meranti,Riau
11322,0.891647,102.307518,2014-02-28,95.0,Tebing Tinggi,Kepulauan Meranti,Riau
11323,0.895496,102.27034,2014-02-28,53.0,Tebing Tinggi,Kepulauan Meranti,Riau
11324,0.9032020000000001,102.260056,2014-02-28,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
11334,1.042822,102.970665,2014-02-28,84.0,Tebing Tinggi,Kepulauan Meranti,Riau
11335,0.973834,102.426132,2014-02-28,79.0,Tebing Tinggi,Kepulauan Meranti,Riau
11336,0.9686969999999999,102.390366,2014-02-28,66.0,Tebing Tinggi,Kepulauan Meranti,Riau
11337,0.9981780000000001,102.53196,2014-02-28,80.0,Tebing Tinggi,Kepulauan Meranti,Riau
11338,0.995618,102.514122,2014-02-28,86.0,Tebing Tinggi,Kepulauan Meranti,Riau
11339,0.994337,102.505196,2014-02-28,72.0,Tebing Tinggi,Kepulauan Meranti,Riau
11340,0.9725309999999999,102.35327099999999,2014-02-28,41.0,Tebing Tinggi,Kepulauan Meranti,Riau
11341,0.9712459999999999,102.34431500000001,2014-02-28,48.0,Tebing Tinggi,Kepulauan Meranti,Riau
11342,0.980225,102.343025,2014-02-28,82.0,Tebing Tinggi,Kepulauan Meranti,Riau
11343,0.9776549999999999,102.32510400000001,2014-02-28,29.0,Tebing Tinggi,Kepulauan Meranti,Riau
11348,1.088881,102.909538,2014-02-28,68.0,Tebing Tinggi,Kepulauan Meranti,Riau
11349,1.087605,102.900642,2014-02-28,83.0,Tebing Tinggi,Kepulauan Meranti,Riau
11350,1.032744,102.517868,2014-02-28,89.0,Tebing Tinggi,Kepulauan Meranti,Riau
11351,1.0421280000000002,102.51992800000001,2014-02-28,63.0,Tebing Tinggi,Kepulauan Meranti,Riau
11352,1.030569,102.43960600000001,2014-02-28,34.0,Tebing Tinggi,Kepulauan Meranti,Riau
11353,1.021559,102.377037,2014-02-28,100.0,Tebing Tinggi,Kepulauan Meranti,Riau
11354,1.02027,102.368095,2014-02-28,100.0,Tebing Tinggi,Kepulauan Meranti,Riau
11355,1.033108,102.39363900000001,2014-02-28,83.0,Tebing Tinggi,Kepulauan Meranti,Riau
11356,1.0318209999999999,102.384697,2014-02-28,100.0,Tebing Tinggi,Kepulauan Meranti,Riau
11357,1.030534,102.375748,2014-02-28,100.0,Tebing Tinggi,Kepulauan Meranti,Riau
11358,1.04208,102.392342,2014-02-28,65.0,Tebing Tinggi,Kepulauan Meranti,Riau
11359,1.040793,102.3834,2014-02-28,65.0,Tebing Tinggi,Kepulauan Meranti,Riau
11360,1.0561690000000001,102.362915,2014-02-28,48.0,Tebing Tinggi,Kepulauan Meranti,Riau
11361,1.0523129999999998,102.336075,2014-02-28,86.0,Tebing Tinggi,Kepulauan Meranti,Riau
11362,1.051026,102.327118,2014-02-28,85.0,Tebing Tinggi,Kepulauan Meranti,Riau
11363,1.04974,102.318161,2014-02-28,54.0,Tebing Tinggi,Kepulauan Meranti,Riau
11364,1.065144,102.361626,2014-02-28,28.0,Tebing Tinggi,Kepulauan Meranti,Riau
11365,1.057433,102.307907,2014-02-28,28.0,Tebing Tinggi,Kepulauan Meranti,Riau
11679,1.0963459999999998,102.79026800000001,2014-02-03,50.0,Rangsang Barat,Kepulauan Meranti,Riau
11680,1.1862540000000001,102.181702,2014-02-03,54.0,Rangsang Barat,Kepulauan Meranti,Riau
11681,1.1847020000000001,102.192368,2014-02-03,77.0,Rangsang Barat,Kepulauan Meranti,Riau
11682,1.097059,102.79576899999999,2014-02-03,51.0,Rangsang Barat,Kepulauan Meranti,Riau
11683,0.9969049999999999,103.04878199999999,2014-02-03,35.0,Tebing Tinggi,Kepulauan Meranti,Riau
11684,1.067598,102.158897,2014-02-03,56.0,Tebing Tinggi,Kepulauan Meranti,Riau
11685,0.916775,102.285156,2014-02-03,64.0,Tebing Tinggi,Kepulauan Meranti,Riau
11737,1.093817,102.797173,2014-02-05,48.0,Rangsang Barat,Kepulauan Meranti,Riau
11738,1.001768,103.048225,2014-02-05,14.0,Tebing Tinggi,Kepulauan Meranti,Riau
11739,0.9888020000000001,103.07380699999999,2014-02-05,33.0,Tebing Tinggi,Kepulauan Meranti,Riau
11740,0.95849,103.090408,2014-02-05,43.0,Tebing Tinggi,Kepulauan Meranti,Riau
11741,1.057312,102.35883299999999,2014-02-05,61.0,Tebing Tinggi,Kepulauan Meranti,Riau
11742,1.057552,102.295265,2014-02-05,53.0,Tebing Tinggi,Kepulauan Meranti,Riau
11743,0.976008,102.223099,2014-02-05,81.0,Tebing Tinggi,Kepulauan Meranti,Riau
11744,0.890669,102.80115500000001,2014-02-05,24.0,Tebing Tinggi,Kepulauan Meranti,Riau
11745,0.8701129999999999,102.816422,2014-02-05,65.0,Tebing Tinggi,Kepulauan Meranti,Riau
11746,0.865102,102.78842900000001,2014-02-05,94.0,Tebing Tinggi,Kepulauan Meranti,Riau
11747,0.856142,102.787148,2014-02-05,71.0,Tebing Tinggi,Kepulauan Meranti,Riau
11748,0.847182,102.785873,2014-02-05,21.0,Tebing Tinggi,Kepulauan Meranti,Riau
11749,0.806879,102.368309,2014-02-05,40.0,Tebing Tinggi,Kepulauan Meranti,Riau
11750,0.764267,102.47116899999999,2014-02-05,65.0,Tebing Tinggi,Kepulauan Meranti,Riau
11831,1.099688,102.92930600000001,2014-02-12,39.0,Tebing Tinggi,Kepulauan Meranti,Riau
11832,1.09822,102.939178,2014-02-12,33.0,Tebing Tinggi,Kepulauan Meranti,Riau
11833,1.191751,102.184624,2014-02-12,69.0,Tebing Tinggi,Kepulauan Meranti,Riau
11834,1.190376,102.193855,2014-02-12,47.0,Tebing Tinggi,Kepulauan Meranti,Riau
11835,1.182634,102.183327,2014-02-12,62.0,Tebing Tinggi,Kepulauan Meranti,Riau
11939,1.095207,102.795975,2014-02-14,69.0,Rangsang Barat,Kepulauan Meranti,Riau
11940,1.0583040000000001,102.361176,2014-02-14,76.0,Rangsang Barat,Kepulauan Meranti,Riau
11941,1.076281,102.17600999999999,2014-02-14,29.0,Rangsang Barat,Kepulauan Meranti,Riau
12023,1.0648,102.94503,2014-02-19,44.0,Tebing Tinggi,Kepulauan Meranti,Riau
12024,1.1210579999999999,102.36283900000001,2014-02-19,80.0,Tebing Tinggi,Kepulauan Meranti,Riau
12025,0.840967,104.212463,2014-02-19,56.0,Tebing Tinggi,Kepulauan Meranti,Riau
12087,0.935883,103.086563,2014-02-21,69.0,Tebing Tinggi,Kepulauan Meranti,Riau
12088,1.053515,102.166214,2014-02-21,42.0,Tebing Tinggi,Kepulauan Meranti,Riau
12274,1.097119,102.928207,2014-02-26,38.0,Tebing Tinggi,Kepulauan Meranti,Riau
12275,1.2082469999999998,102.089027,2014-02-26,26.0,Tebing Tinggi,Kepulauan Meranti,Riau
12276,0.8342870000000001,104.192368,2014-02-26,33.0,Tebing Tinggi,Kepulauan Meranti,Riau
12277,1.02054,102.88537600000001,2014-02-26,46.0,Tebing Tinggi,Kepulauan Meranti,Riau
