,Lintang (deg),Bujur (deg),Tanggal (dd/mm/yyy),Tingkat Kepercayaan (%),Kecamatan,Kabupaten,Provinsi
35830,1.865995,101.184875,2015-07-09,48.0,Dumai Barat,Kota Dumai,Riau
35832,1.983638,101.295364,2015-07-09,20.0,Dumai Barat,Kota Dumai,Riau
35834,2.0083740000000003,101.286163,2015-07-09,94.0,Dumai Barat,Kota Dumai,Riau
35847,2.088718,101.20111800000001,2015-07-09,73.0,Dumai Barat,Kota Dumai,Riau
35885,1.675548,101.389824,2015-07-11,45.0,Dumai Timur,Kota Dumai,Riau
35886,1.661261,101.292709,2015-07-11,88.0,Dumai Barat,Kota Dumai,Riau
35888,1.6764139999999998,101.319008,2015-07-11,68.0,Dumai Barat,Kota Dumai,Riau
35889,1.6743740000000005,101.305061,2015-07-11,84.0,Dumai Barat,Kota Dumai,Riau
35901,1.7408119999999998,101.28956600000001,2015-07-11,80.0,Dumai Barat,Kota Dumai,Riau
35902,1.765824,101.228645,2015-07-11,90.0,Dumai Barat,Kota Dumai,Riau
35903,1.763768,101.214516,2015-07-11,73.0,Dumai Barat,Kota Dumai,Riau
35904,1.761702,101.200317,2015-07-11,63.0,Dumai Barat,Kota Dumai,Riau
35916,2.094976,101.199272,2015-07-11,41.0,Dumai Barat,Kota Dumai,Riau
35965,1.681452,101.307175,2015-02-15,67.0,Dumai Barat,Kota Dumai,Riau
35977,1.605766,101.500153,2015-02-22,70.0,Bukit Kapur,Kota Dumai,Riau
35978,1.5978459999999999,101.488976,2015-02-22,83.0,Bukit Kapur,Kota Dumai,Riau
35979,1.596377,101.498817,2015-02-22,97.0,Bukit Kapur,Kota Dumai,Riau
36039,1.530735,101.601028,2015-03-14,100.0,Bukit Kapur,Kota Dumai,Riau
36043,1.538713,101.589836,2015-03-14,100.0,Bukit Kapur,Kota Dumai,Riau
36045,1.673173,101.31039399999999,2015-03-14,98.0,Dumai Barat,Kota Dumai,Riau
36046,1.671798,101.300781,2015-03-14,100.0,Dumai Barat,Kota Dumai,Riau
36068,1.8305779999999998,101.159225,2015-04-04,44.0,Dumai Barat,Kota Dumai,Riau
36069,1.829263,101.16810600000001,2015-04-04,59.0,Dumai Barat,Kota Dumai,Riau
36122,1.83109,101.14703399999999,2015-04-20,31.0,Dumai Barat,Kota Dumai,Riau
36123,1.8284619999999998,101.16481,2015-04-20,38.0,Dumai Barat,Kota Dumai,Riau
36127,1.491625,101.388176,2015-04-20,46.0,Bukit Kapur,Kota Dumai,Riau
36259,1.7361349999999998,101.281403,2015-06-25,71.0,Dumai Barat,Kota Dumai,Riau
36289,1.739243,101.285164,2015-06-25,38.0,Dumai Barat,Kota Dumai,Riau
36310,1.8135330000000005,101.155914,2015-06-29,29.0,Dumai Barat,Kota Dumai,Riau
